Register Name,Field Name,Bits,Type,Reset Value,Description,Note
,H2C_28,28,rw,0x0,,
,H2C_27,27,rw,0x0,,
,H2C_26,26,rw,0x0,,
,H2C_25,25,rw,0x0,,
,H2C_24,24,rw,0x0,,
,H2C_23,23,rw,0x0,,
,H2C_22,22,rw,0x0,,
,H2C_21,21,rw,0x0,,
,H2C_20,20,rw,0x0,,
,H2C_19,19,rw,0x0,,
,H2C_18,18,rw,0x0,,
,H2C_17,17,rw,0x0,,
,H2C_16,16,rw,0x0,,
,H2C_15,15,rw,0x0,,
,H2C_14,14,rw,0x0,,
,H2C_13,13,rw,0x0,,
,H2C_12,12,rw,0x0,,
,H2C_11,11,rw,0x0,,
,H2C_10,10,rw,0x0,,
,H2C_9,9,rw,0x0,,
,H2C_8,8,rw,0x0,,
,H2C_7,7,rw,0x0,,
,H2C_6,6,rw,0x0,,
,H2C_5,5,rw,0x0,,
,H2C_4,4,rw,0x0,,
,H2C_3,3,rw,0x0,,
,H2C_2,2,rw,0x0,,
,H2C_1,1,rw,0x0,,
,H2C_0,0,rw,0x0,,
,,,,,,
H2C_INTR_1_REG,,,,,,
,H2C_31,31,rw,0x0,"Host to Card interrupt. SW to set fields to assert corresponding interrupts
 to DUT and unset fields to de-assert corresponding interrupts to DUT.
",
,H2C_30,30,rw,0x0,,
,H2C_29,29,rw,0x0,,
,H2C_28,28,rw,0x0,,
,H2C_27,27,rw,0x0,,
,H2C_26,26,rw,0x0,,
,H2C_25,25,rw,0x0,,
,H2C_24,24,rw,0x0,,
,H2C_23,23,rw,0x0,,
,H2C_22,22,rw,0x0,,
,H2C_21,21,rw,0x0,,
,H2C_20,20,rw,0x0,,
,H2C_19,19,rw,0x0,,
,H2C_18,18,rw,0x0,,
,H2C_17,17,rw,0x0,,
,H2C_16,16,rw,0x0,,
,H2C_15,15,rw,0x0,,
,H2C_14,14,rw,0x0,,
,H2C_13,13,rw,0x0,,
,H2C_12,12,rw,0x0,,
,H2C_11,11,rw,0x0,,
,H2C_10,10,rw,0x0,,
,H2C_9,9,rw,0x0,,
,H2C_8,8,rw,0x0,,
,H2C_7,7,rw,0x0,,
,H2C_6,6,rw,0x0,,
,H2C_5,5,rw,0x0,,
,H2C_4,4,rw,0x0,,
,H2C_3,3,rw,0x0,,
,H2C_2,2,rw,0x0,,
,H2C_1,1,rw,0x0,,
,H2C_0,0,rw,0x0,,
H2C_INTR_2_REG,,,,,,
,H2C_31,31,rw,0x0,"Host to Card interrupt. SW to set fields to assert corresponding interrupts
 to DUT and unset fields to de-assert corresponding interrupts to DUT.
",
,H2C_30,30,rw,0x0,,
,H2C_29,29,rw,0x0,,
,H2C_28,28,rw,0x0,,
,H2C_27,27,rw,0x0,,
,H2C_26,26,rw,0x0,,
,H2C_25,25,rw,0x0,,
,H2C_24,24,rw,0x0,,
,H2C_23,23,rw,0x0,,
,H2C_22,22,rw,0x0,,
,H2C_21,21,rw,0x0,,
,H2C_20,20,rw,0x0,,
,H2C_19,19,rw,0x0,,
,H2C_18,18,rw,0x0,,
,H2C_17,17,rw,0x0,,
,H2C_16,16,rw,0x0,,
,H2C_15,15,rw,0x0,,
,H2C_14,14,rw,0x0,,
,H2C_13,13,rw,0x0,,
,H2C_12,12,rw,0x0,,
,H2C_11,11,rw,0x0,,
,H2C_10,10,rw,0x0,,
,H2C_9,9,rw,0x0,,
,H2C_8,8,rw,0x0,,
,H2C_7,7,rw,0x0,,
,H2C_6,6,rw,0x0,,
,H2C_5,5,rw,0x0,,
,H2C_4,4,rw,0x0,,
,H2C_3,3,rw,0x0,,
,H2C_2,2,rw,0x0,,
,H2C_1,1,rw,0x0,,
,H2C_0,0,rw,0x0,,
H2C_INTR_3_REG,,,,,,
,H2C_31,31,rw,0x0,"Host to Card interrupt. SW to set fields to assert corresponding interrupts
 to DUT and unset fields to de-assert corresponding interrupts to DUT.
",
,H2C_30,30,rw,0x0,,
,H2C_29,29,rw,0x0,,
,H2C_28,28,rw,0x0,,
,H2C_27,27,rw,0x0,,
,H2C_26,26,rw,0x0,,
,H2C_25,25,rw,0x0,,
,H2C_24,24,rw,0x0,,
,H2C_23,23,rw,0x0,,
,H2C_22,22,rw,0x0,,
,H2C_21,21,rw,0x0,,
,H2C_20,20,rw,0x0,,
,H2C_19,19,rw,0x0,,
,H2C_18,18,rw,0x0,,
,H2C_17,17,rw,0x0,,
,H2C_16,16,rw,0x0,,
,H2C_15,15,rw,0x0,,
,H2C_14,14,rw,0x0,,
,H2C_13,13,rw,0x0,,
,H2C_12,12,rw,0x0,,
,H2C_11,11,rw,0x0,,
,H2C_10,10,rw,0x0,,
,H2C_9,9,rw,0x0,,
,H2C_8,8,rw,0x0,,
,H2C_7,7,rw,0x0,,
,H2C_6,6,rw,0x0,,
,H2C_5,5,rw,0x0,,
,H2C_4,4,rw,0x0,,
,H2C_3,3,rw,0x0,,
,H2C_2,2,rw,0x0,,
,H2C_1,1,rw,0x0,,
,H2C_0,0,rw,0x0,,
,,,,,,
C2H_INTR_STATUS_0_REG,,,,,,
,C2H_31,31,ro,0x0,"Card to Host interrupt. HW updates to 1 or 0 for corresponding interrupts
 from DUT.
",
,C2H_30,30,ro,0x0,,
,C2H_29,29,ro,0x0,,
,C2H_28,28,ro,0x0,,
,C2H_27,27,ro,0x0,,
,C2H_26,26,ro,0x0,,
,C2H_25,25,ro,0x0,,
,C2H_24,24,ro,0x0,,
,C2H_23,23,ro,0x0,,
,C2H_22,22,ro,0x0,,
,C2H_21,21,ro,0x0,,
,C2H_20,20,ro,0x0,,
,C2H_19,19,ro,0x0,,
,C2H_18,18,ro,0x0,,
,C2H_17,17,ro,0x0,,
,C2H_16,16,ro,0x0,,
,C2H_15,15,ro,0x0,,
,C2H_14,14,ro,0x0,,
,C2H_13,13,ro,0x0,,
,C2H_12,12,ro,0x0,,
,C2H_11,11,ro,0x0,,
,C2H_10,10,ro,0x0,,
,C2H_9,9,ro,0x0,,
,C2H_8,8,ro,0x0,,
,C2H_7,7,ro,0x0,,
,C2H_6,6,ro,0x0,,
,C2H_5,5,ro,0x0,,
,C2H_4,4,ro,0x0,,
,C2H_3,3,ro,0x0,,
,C2H_2,2,ro,0x0,,
,C2H_1,1,ro,0x0,,
,C2H_0,0,ro,0x0,,
INTR_C2H_TOGGLE_STATUS_0_REG,,,,,,
,T_C2H_31,31,ro,0x0,"Card to Host interrupt toggle status. HW sets corresponding interrupt toggle status to 1 whenever there is any change in INTR Status ( Posedge or Negedge ) from DUT
",
,T_C2H_30,30,ro,0x0,,
,T_C2H_29,29,ro,0x0,,
,T_C2H_28,28,ro,0x0,,
,T_C2H_27,27,ro,0x0,,
,T_C2H_26,26,ro,0x0,,
,T_C2H_25,25,ro,0x0,,
,T_C2H_24,24,ro,0x0,,
,T_C2H_23,23,ro,0x0,,
,T_C2H_22,22,ro,0x0,,
,T_C2H_21,21,ro,0x0,,
,T_C2H_20,20,ro,0x0,,
,T_C2H_19,19,ro,0x0,,
,T_C2H_18,18,ro,0x0,,
,T_C2H_17,17,ro,0x0,,
,T_C2H_16,16,ro,0x0,,
,T_C2H_15,15,ro,0x0,,
,T_C2H_14,14,ro,0x0,,
,T_C2H_13,13,ro,0x0,,
,T_C2H_12,12,ro,0x0,,
,T_C2H_11,11,ro,0x0,,
,T_C2H_10,10,ro,0x0,,
,T_C2H_9,9,ro,0x0,,
,T_C2H_8,8,ro,0x0,,
,T_C2H_7,7,ro,0x0,,
,T_C2H_6,6,ro,0x0,,
,T_C2H_5,5,ro,0x0,,
,T_C2H_4,4,ro,0x0,,
,T_C2H_3,3,ro,0x0,,
,T_C2H_2,2,ro,0x0,,
,T_C2H_1,1,ro,0x0,,
,T_C2H_0,0,ro,0x0,,
INTR_C2H_TOGGLE_CLEAR_0_REG,,,,,,
,CLR_T_C2H_31,31,w1sraz,0x0,Card to Host interrupt toggle clear. SW sets corresponding clear bits to 1 to clear respective toggle status bits,
,CLR_T_C2H_30,30,w1sraz,0x0,,
,CLR_T_C2H_29,29,w1sraz,0x0,,
,CLR_T_C2H_28,28,w1sraz,0x0,,
,CLR_T_C2H_27,27,w1sraz,0x0,,
,CLR_T_C2H_26,26,w1sraz,0x0,,
,CLR_T_C2H_25,25,w1sraz,0x0,,
,CLR_T_C2H_24,24,w1sraz,0x0,,
,CLR_T_C2H_23,23,w1sraz,0x0,,
,CLR_T_C2H_22,22,w1sraz,0x0,,
,CLR_T_C2H_21,21,w1sraz,0x0,,
,CLR_T_C2H_20,20,w1sraz,0x0,,
,CLR_T_C2H_19,19,w1sraz,0x0,,
,CLR_T_C2H_18,18,w1sraz,0x0,,
,CLR_T_C2H_17,17,w1sraz,0x0,,
,CLR_T_C2H_16,16,w1sraz,0x0,,
,CLR_T_C2H_15,15,w1sraz,0x0,,
,CLR_T_C2H_14,14,w1sraz,0x0,,
,CLR_T_C2H_13,13,w1sraz,0x0,,
,CLR_T_C2H_12,12,w1sraz,0x0,,
,CLR_T_C2H_11,11,w1sraz,0x0,,
,CLR_T_C2H_10,10,w1sraz,0x0,,
,CLR_T_C2H_9,9,w1sraz,0x0,,
,CLR_T_C2H_8,8,w1sraz,0x0,,
,CLR_T_C2H_7,7,w1sraz,0x0,,
,CLR_T_C2H_6,6,w1sraz,0x0,,
,CLR_T_C2H_5,5,w1sraz,0x0,,
,CLR_T_C2H_4,4,w1sraz,0x0,,
,CLR_T_C2H_3,3,w1sraz,0x0,,
,CLR_T_C2H_2,2,w1sraz,0x0,,
,CLR_T_C2H_1,1,w1sraz,0x0,,
,CLR_T_C2H_0,0,w1sraz,0x0,,
INTR_C2H_TOGGLE_ENABLE_0_REG,,,,,,
,EN_T_C2H_31,31,rw,0x0,Card to Host interrupt toggle enable. SW sets corresponding bits to 1 to enable Interrupt generation towards Host whenever respective C2H INTR bits from DUT toggles. ,
,EN_T_C2H_30,30,rw,0x0,,
,EN_T_C2H_29,29,rw,0x0,,
,EN_T_C2H_28,28,rw,0x0,,
,EN_T_C2H_27,27,rw,0x0,,
,EN_T_C2H_26,26,rw,0x0,,
,EN_T_C2H_25,25,rw,0x0,,
,EN_T_C2H_24,24,rw,0x0,,
,EN_T_C2H_23,23,rw,0x0,,
,EN_T_C2H_22,22,rw,0x0,,
,EN_T_C2H_21,21,rw,0x0,,
,EN_T_C2H_20,20,rw,0x0,,
,EN_T_C2H_19,19,rw,0x0,,
,EN_T_C2H_18,18,rw,0x0,,
,EN_T_C2H_17,17,rw,0x0,,
,EN_T_C2H_16,16,rw,0x0,,
,EN_T_C2H_15,15,rw,0x0,,
,EN_T_C2H_14,14,rw,0x0,,
,EN_T_C2H_13,13,rw,0x0,,
,EN_T_C2H_12,12,rw,0x0,,
,EN_T_C2H_11,11,rw,0x0,,
,EN_T_C2H_10,10,rw,0x0,,
,EN_T_C2H_9,9,rw,0x0,,
,EN_T_C2H_8,8,rw,0x0,,
,EN_T_C2H_7,7,rw,0x0,,
,EN_T_C2H_6,6,rw,0x0,,
,EN_T_C2H_5,5,rw,0x0,,
,EN_T_C2H_4,4,rw,0x0,,
,EN_T_C2H_3,3,rw,0x0,,
,EN_T_C2H_2,2,rw,0x0,,
,EN_T_C2H_1,1,rw,0x0,,
,EN_T_C2H_0,0,rw,0x0,,
C2H_INTR_STATUS_1_REG,,,,,,
,C2H_31,31,ro,0x0,"Card to Host interrupt. HW updates to 1 or 0 for corresponding interrupts
 from DUT.
",
,C2H_30,30,ro,0x0,,
,C2H_29,29,ro,0x0,,
,C2H_28,28,ro,0x0,,
,C2H_27,27,ro,0x0,,
,C2H_26,26,ro,0x0,,
,C2H_25,25,ro,0x0,,
,C2H_24,24,ro,0x0,,
,C2H_23,23,ro,0x0,,
,C2H_22,22,ro,0x0,,
,C2H_21,21,ro,0x0,,
,C2H_20,20,ro,0x0,,
,C2H_19,19,ro,0x0,,
,C2H_18,18,ro,0x0,,
,C2H_17,17,ro,0x0,,
,C2H_16,16,ro,0x0,,
,C2H_15,15,ro,0x0,,
,C2H_14,14,ro,0x0,,
,C2H_13,13,ro,0x0,,
,C2H_12,12,ro,0x0,,
,C2H_11,11,ro,0x0,,
,C2H_10,10,ro,0x0,,
,C2H_9,9,ro,0x0,,
,C2H_8,8,ro,0x0,,
,C2H_7,7,ro,0x0,,
,C2H_6,6,ro,0x0,,
,C2H_5,5,ro,0x0,,
,C2H_4,4,ro,0x0,,
,C2H_3,3,ro,0x0,,
,C2H_2,2,ro,0x0,,
,C2H_1,1,ro,0x0,,
,C2H_0,0,ro,0x0,,
INTR_C2H_TOGGLE_STATUS_1_REG,,,,,,
,T_C2H_31,31,ro,0x0,"Card to Host interrupt toggle status. HW sets corresponding interrupt toggle status to 1 whenever there is any change in INTR Status ( Posedge or Negedge ) from DUT
",
,T_C2H_30,30,ro,0x0,,
,T_C2H_29,29,ro,0x0,,
,T_C2H_28,28,ro,0x0,,
,T_C2H_27,27,ro,0x0,,
,T_C2H_26,26,ro,0x0,,
,T_C2H_25,25,ro,0x0,,
,T_C2H_24,24,ro,0x0,,
,T_C2H_23,23,ro,0x0,,
,T_C2H_22,22,ro,0x0,,
,T_C2H_21,21,ro,0x0,,
,T_C2H_20,20,ro,0x0,,
,T_C2H_19,19,ro,0x0,,
,T_C2H_18,18,ro,0x0,,
,T_C2H_17,17,ro,0x0,,
,T_C2H_16,16,ro,0x0,,
,T_C2H_15,15,ro,0x0,,
,T_C2H_14,14,ro,0x0,,
,T_C2H_13,13,ro,0x0,,
,T_C2H_12,12,ro,0x0,,
,T_C2H_11,11,ro,0x0,,
,T_C2H_10,10,ro,0x0,,
,T_C2H_9,9,ro,0x0,,
,T_C2H_8,8,ro,0x0,,
,T_C2H_7,7,ro,0x0,,
,T_C2H_6,6,ro,0x0,,
,T_C2H_5,5,ro,0x0,,
,T_C2H_4,4,ro,0x0,,
,T_C2H_3,3,ro,0x0,,
,T_C2H_2,2,ro,0x0,,
,T_C2H_1,1,ro,0x0,,
,T_C2H_0,0,ro,0x0,,
INTR_C2H_TOGGLE_CLEAR_1_REG,,,,,,
,CLR_T_C2H_31,31,w1sraz,0x0,Card to Host interrupt toggle clear. SW sets corresponding clear bits to 1 to clear respective toggle status bits,
,CLR_T_C2H_30,30,w1sraz,0x0,,
,CLR_T_C2H_29,29,w1sraz,0x0,,
,CLR_T_C2H_28,28,w1sraz,0x0,,
,CLR_T_C2H_27,27,w1sraz,0x0,,
,CLR_T_C2H_26,26,w1sraz,0x0,,
,CLR_T_C2H_25,25,w1sraz,0x0,,
,CLR_T_C2H_24,24,w1sraz,0x0,,
,CLR_T_C2H_23,23,w1sraz,0x0,,
,CLR_T_C2H_22,22,w1sraz,0x0,,
,CLR_T_C2H_21,21,w1sraz,0x0,,
,CLR_T_C2H_20,20,w1sraz,0x0,,
,CLR_T_C2H_19,19,w1sraz,0x0,,
,CLR_T_C2H_18,18,w1sraz,0x0,,
,CLR_T_C2H_17,17,w1sraz,0x0,,
,CLR_T_C2H_16,16,w1sraz,0x0,,
,CLR_T_C2H_15,15,w1sraz,0x0,,
,CLR_T_C2H_14,14,w1sraz,0x0,,
,CLR_T_C2H_13,13,w1sraz,0x0,,
,CLR_T_C2H_12,12,w1sraz,0x0,,
,CLR_T_C2H_11,11,w1sraz,0x0,,
,CLR_T_C2H_10,10,w1sraz,0x0,,
,CLR_T_C2H_9,9,w1sraz,0x0,,
,CLR_T_C2H_8,8,w1sraz,0x0,,
,CLR_T_C2H_7,7,w1sraz,0x0,,
,CLR_T_C2H_6,6,w1sraz,0x0,,
,CLR_T_C2H_5,5,w1sraz,0x0,,
,CLR_T_C2H_4,4,w1sraz,0x0,,
,CLR_T_C2H_3,3,w1sraz,0x0,,
,CLR_T_C2H_2,2,w1sraz,0x0,,
,CLR_T_C2H_1,1,w1sraz,0x0,,
,CLR_T_C2H_0,0,w1sraz,0x0,,
INTR_C2H_TOGGLE_ENABLE_1_REG,,,,,,
,EN_T_C2H_31,31,rw,0x0,Card to Host interrupt toggle enable. SW sets corresponding bits to 1 to enable Interrupt generation towards Host whenever respective C2H INTR bits from DUT toggles. ,
,EN_T_C2H_30,30,rw,0x0,,
,EN_T_C2H_29,29,rw,0x0,,
,EN_T_C2H_28,28,rw,0x0,,
,EN_T_C2H_27,27,rw,0x0,,
,EN_T_C2H_26,26,rw,0x0,,
,EN_T_C2H_25,25,rw,0x0,,
,EN_T_C2H_24,24,rw,0x0,,
,EN_T_C2H_23,23,rw,0x0,,
,EN_T_C2H_22,22,rw,0x0,,
,EN_T_C2H_21,21,rw,0x0,,
,EN_T_C2H_20,20,rw,0x0,,
,EN_T_C2H_19,19,rw,0x0,,
,EN_T_C2H_18,18,rw,0x0,,
,EN_T_C2H_17,17,rw,0x0,,
,EN_T_C2H_16,16,rw,0x0,,
,EN_T_C2H_15,15,rw,0x0,,
,EN_T_C2H_14,14,rw,0x0,,
,EN_T_C2H_13,13,rw,0x0,,
,EN_T_C2H_12,12,rw,0x0,,
,EN_T_C2H_11,11,rw,0x0,,
,EN_T_C2H_10,10,rw,0x0,,
,EN_T_C2H_9,9,rw,0x0,,
,EN_T_C2H_8,8,rw,0x0,,
,EN_T_C2H_7,7,rw,0x0,,
,EN_T_C2H_6,6,rw,0x0,,
,EN_T_C2H_5,5,rw,0x0,,
,EN_T_C2H_4,4,rw,0x0,,
,EN_T_C2H_3,3,rw,0x0,,
,EN_T_C2H_2,2,rw,0x0,,
,EN_T_C2H_1,1,rw,0x0,,
,EN_T_C2H_0,0,rw,0x0,,
C2H_GPIO_0_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_1_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_2_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_3_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_4_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
,GPIO_8,8,ro,0x0,,
,GPIO_7,7,ro,0x0,,
,GPIO_6,6,ro,0x0,,
,GPIO_5,5,ro,0x0,,
,GPIO_4,4,ro,0x0,,
,GPIO_3,3,ro,0x0,,
,GPIO_2,2,ro,0x0,,
,GPIO_1,1,ro,0x0,,
,GPIO_0,0,ro,0x0,,
C2H_GPIO_5_REG,,,,,To monitor 32-bit GPIO from FPGA,
,GPIO_31,31,ro,0x0,,
,GPIO_30,30,ro,0x0,,
,GPIO_29,29,ro,0x0,,
,GPIO_28,28,ro,0x0,,
,GPIO_27,27,ro,0x0,,
,GPIO_26,26,ro,0x0,,
,GPIO_25,25,ro,0x0,,
,GPIO_24,24,ro,0x0,,
,GPIO_23,23,ro,0x0,,
,GPIO_22,22,ro,0x0,,
,GPIO_21,21,ro,0x0,,
,GPIO_20,20,ro,0x0,,
,GPIO_19,19,ro,0x0,,
,GPIO_18,18,ro,0x0,,
,GPIO_17,17,ro,0x0,,
,GPIO_16,16,ro,0x0,,
,GPIO_15,15,ro,0x0,,
,GPIO_14,14,ro,0x0,,
,GPIO_13,13,ro,0x0,,
,GPIO_12,12,ro,0x0,,
,GPIO_11,11,ro,0x0,,
,GPIO_10,10,ro,0x0,,
,GPIO_9,9,ro,0x0,,
